Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A2638;Data Analytics Course;1520;54210;24808;160;60;35;1752;27/11/2024;Hyderabad;Mobile;Analytics For Data
A2640;Data Analytics Course;910;54840;19825;160;60;66;1981;20/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2641;Data Analytics Course;1800;55450;23885;300;100;56;1971;24/11/2024;Hyderabad;Desktop;Data Analytics Course
A2645;Data Analytics Course;1780;56400;1958;250;40;22;1807;22/11/2024;Hyderabad;Mobile;Data Analitics Online
A2646;Data Analytics Course;940;38050;19819;120;80;85;1523;10/11/2024;Hyderabad;Tablet;Data Analytics Course
A2647;Data Analytics Course;1300;45610;19604;250;90;69;1388;18/11/2024;Hyderabad;Desktop;Analytics For Data
A2648;Data Analytics Course;1690;58650;20036;190;50;3;1482;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A2650;Data Analytics Course;1430;49640;20766;210;100;7;1619;13/11/2024;Hyderabad;Tablet;Analytics For Data
A2651;Data Analytics Course;1530;52920;22598;210;90;59;1223;10/11/2024;Hyderabad;Mobile;Data Analytics Course
A2652;Data Analytics Course;960;55680;21099;190;100;104;1317;21/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2653;Data Analytics Course;960;48490;19841;130;50;52;1198;27/11/2024;Hyderabad;Mobile;Online Data Analytic
A2655;Data Analytics Course;1970;46450;21915;240;50;25;1911;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A2656;Data Analytics Course;1910;57060;24969;250;60;31;1821;16/11/2024;Hyderabad;Desktop;Data Analitics Online
A2658;Data Analytics Course;1910;36100;21744;270;60;31;1890;23/11/2024;Hyderabad;Tablet;Analytics For Data
A2659;Data Analytics Course;900;38280;23812;210;60;6;1505;21/11/2024;Hyderabad;Desktop;Data Analitics Online
A2662;Data Analytics Course;1730;38290;22128;290;40;23;1417;25/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2663;Data Analytics Course;1070;41650;19218;210;100;93;1754;29/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2664;Data Analytics Course;1710;59530;23037;140;70;48;1436;17/11/2024;Hyderabad;Tablet;Analytics For Data
A2666;Data Analytics Course;1990;37170;22684;270;30;37;1449;25/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2668;Data Analytics Course;970;39210;23283;110;90;36;1886;16/11/2024;Hyderabad;Tablet;Analytics For Data
A2670;Data Analytics Course;1680;54140;22178;190;80;48;1715;29/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2673;Data Analytics Course;1420;52650;18315;190;90;47;1173;07/11/2024;Hyderabad;Desktop;Online Data Analytic
A2675;Data Analytics Course;1410;56560;19358;200;60;43;1953;26/11/2024;Hyderabad;Desktop;Data Analytics Course
A2676;Data Analytics Course;1370;31490;19506;170;60;46;1718;08/11/2024;Hyderabad;Tablet;Analytics For Data
A2678;Data Analytics Course;1510;34870;1870;300;60;4;1529;13/11/2024;Hyderabad;Mobile;Online Data Analytic
A2679;Data Analytics Course;870;41400;20982;170;70;8;1151;23/11/2024;Hyderabad;Tablet;Online Data Analytic
A2680;Data Analytics Course;1830;56590;19188;120;70;38;1830;10/11/2024;Hyderabad;Mobile;Analytics For Data
A2682;Data Analytics Course;1870;55310;21988;100;50;5;1807;13/11/2024;Hyderabad;Tablet;Analytics For Data
A2683;Data Analytics Course;1210;52750;23488;230;40;33;1766;05/11/2024;Hyderabad;Desktop;Data Analitics Online
A2686;Data Analytics Course;1920;37550;21814;280;30;16;1121;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A2687;Data Analytics Course;1930;44970;24841;240;90;47;1025;06/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2688;Data Analytics Course;1380;59040;19708;260;80;58;1698;19/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2690;Data Analytics Course;1620;59790;19069;300;60;43;1976;23/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2691;Data Analytics Course;1150;49500;24185;190;90;78;1343;16/11/2024;Hyderabad;Tablet;Online Data Analytic
A2692;Data Analytics Course;1040;34050;22736;280;80;5;1970;27/11/2024;Hyderabad;Mobile;Data Analytics Course
A2695;Data Analytics Course;820;52410;19123;280;90;11;1369;03/11/2024;Hyderabad;Desktop;Data Analytics Course
A2698;Data Analytics Course;1980;58580;23294;170;80;4;1903;22/11/2024;Hyderabad;Desktop;Analytics For Data
A2699;Data Analytics Course;1190;51590;22736;220;100;84;1448;16/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2701;Data Analytics Course;870;30680;24315;110;60;69;1356;23/11/2024;Hyderabad;Tablet;Online Data Analytic
A2702;Data Analytics Course;1100;49070;24748;120;100;91;1205;26/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2704;Data Analytics Course;850;39090;1899;120;30;35;1216;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A2705;Data Analytics Course;1990;30600;2373;190;90;45;1527;04/11/2024;Hyderabad;Mobile;Data Analitics Online
A2706;Data Analytics Course;1480;45580;24974;180;80;54;1554;01/11/2024;Hyderabad;Desktop;Data Analytics Course
A2707;Data Analytics Course;1730;59920;23026;110;50;29;1683;08/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2708;Data Analytics Course;840;50690;19208;250;30;36;1738;11/11/2024;Hyderabad;Desktop;Online Data Analytic
A2709;Data Analytics Course;820;43400;18661;170;30;37;1092;07/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2710;Data Analytics Course;1470;51390;24593;290;80;33;1853;10/11/2024;Hyderabad;Mobile;Data Analytics Course
A2713;Data Analytics Course;1330;55800;24811;170;50;38;1111;26/11/2024;Hyderabad;Tablet;Data Analytics Course
A2714;Data Analytics Course;1870;39720;22662;240;70;37;1011;04/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2715;Data Analytics Course;1210;52050;18181;240;50;37;1555;08/11/2024;Hyderabad;Tablet;Data Analitics Online
A2716;Data Analytics Course;1880;45210;21458;240;30;16;1855;19/11/2024;Hyderabad;Tablet;Data Analytics Course
A2717;Data Analytics Course;1150;39240;21452;160;70;4;1312;04/11/2024;Hyderabad;Desktop;Online Data Analytic
A2719;Data Analytics Course;1900;51410;22514;150;100;53;1761;21/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2720;Data Analytics Course;920;59520;19235;300;40;43;1335;08/11/2024;Hyderabad;Mobile;Data Analitics Online
A2724;Data Analytics Course;1290;34540;22314;170;80;34;1391;01/11/2024;Hyderabad;Tablet;Analytics For Data
A2726;Data Analytics Course;1770;59540;20676;130;40;6;1104;14/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2728;Data Analytics Course;1170;43410;21229;190;80;68;1399;21/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2731;Data Analytics Course;910;35760;24302;280;80;88;1567;25/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2732;Data Analytics Course;1670;48560;2321;180;70;42;1476;07/11/2024;Hyderabad;Desktop;Analytics For Data
A2733;Data Analytics Course;1750;54840;18691;140;30;31;1728;18/11/2024;Hyderabad;Desktop;Analytics For Data
A2734;Data Analytics Course;1210;36330;19082;160;50;41;1157;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A2736;Data Analytics Course;1760;44740;21593;280;90;35;1214;30/11/2024;Hyderabad;Mobile;Data Analitics Online
A2739;Data Analytics Course;1560;33610;18312;290;90;58;1241;10/11/2024;Hyderabad;Desktop;Data Analitics Online
A2741;Data Analytics Course;1610;56560;23769;120;40;56;1262;29/11/2024;Hyderabad;Mobile;Online Data Analytic
A2742;Data Analytics Course;870;30610;19229;150;60;69;1506;20/11/2024;Hyderabad;Tablet;Data Analitics Online
A2743;Data Analytics Course;1260;45690;20413;100;40;32;1037;03/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2744;Data Analytics Course;1510;50670;19912;130;50;55;1669;27/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2745;Data Analytics Course;850;56120;24587;120;70;82;1124;16/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2746;Data Analytics Course;1040;46270;20098;280;60;58;1815;16/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2747;Data Analytics Course;1030;42640;21456;270;40;39;1804;11/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2748;Data Analytics Course;1620;58150;19849;110;70;48;1468;23/11/2024;Hyderabad;Tablet;Data Analytics Course
A2749;Data Analytics Course;1610;35970;21835;290;60;39;1840;06/11/2024;Hyderabad;Tablet;Data Analytics Course
A2750;Data Analytics Course;830;59730;22406;250;90;108;1197;10/11/2024;Hyderabad;Mobile;Analytics For Data
A2751;Data Analytics Course;1650;34300;24859;260;80;4;1056;06/11/2024;Hyderabad;Desktop;Analytics For Data
A2752;Data Analytics Course;1340;50850;1861;180;80;6;1033;27/11/2024;Hyderabad;Mobile;Data Analytics Course
A2753;Data Analytics Course;1260;49060;22292;160;90;71;1443;25/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2754;Data Analytics Course;1730;50820;19875;160;30;46;1128;14/11/2024;Hyderabad;Tablet;Analytics For Data
A2756;Data Analytics Course;1490;35730;24752;200;40;31;1742;03/11/2024;Hyderabad;Mobile;Analytics For Data
A2759;Data Analytics Course;1130;31200;24966;200;80;71;1895;27/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2761;Data Analytics Course;1820;34580;18651;280;90;49;1982;01/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2763;Data Analytics Course;1030;38440;23239;130;70;68;1763;25/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2764;Data Analytics Course;1170;42980;22792;150;80;68;1512;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A2765;Data Analytics Course;930;49980;20198;170;80;86;1216;12/11/2024;Hyderabad;Desktop;Data Analytics Course
A2767;Data Analytics Course;1210;51550;1870;230;60;5;1510;05/11/2024;Hyderabad;Tablet;Data Analytics Course
A2768;Data Analytics Course;1060;50100;22066;260;60;57;1345;16/11/2024;Hyderabad;Desktop;Data Analytics Course
A2769;Data Analytics Course;1060;43620;22702;120;90;85;1548;27/11/2024;Hyderabad;Mobile;Online Data Analytic
A2770;Data Analytics Course;1220;36620;21105;190;60;49;1082;21/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2771;Data Analytics Course;1930;54640;22415;120;30;56;1157;03/11/2024;Hyderabad;Tablet;Online Data Analytic
A2772;Data Analytics Course;1460;35600;21416;260;30;21;1033;02/11/2024;Hyderabad;Desktop;Analytics For Data
A2774;Data Analytics Course;1110;32780;18958;250;50;45;1882;09/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2776;Data Analytics Course;1950;41280;24655;250;50;26;1105;09/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2778;Data Analytics Course;1940;52150;22513;120;60;31;1107;22/11/2024;Hyderabad;Tablet;Data Analitics Online
A2779;Data Analytics Course;1910;39480;20843;230;70;37;1450;24/11/2024;Hyderabad;Tablet;Data Analytics Course
A2781;Data Analytics Course;1820;51360;24936;230;70;38;1846;03/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2783;Data Analytics Course;1870;46740;20141;180;90;48;1719;28/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2784;Data Analytics Course;1170;44080;1840;300;30;26;1239;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A2785;Data Analytics Course;1350;54020;23881;190;80;59;1648;28/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2789;Data Analytics Course;1490;32490;20243;110;60;4;1027;04/11/2024;Hyderabad;Desktop;Analytics For Data
A2790;Data Analytics Course;1360;43510;23343;180;60;44;1299;12/11/2024;Hyderabad;Tablet;Online Data Analytic
A2792;Data Analytics Course;1860;56850;19715;180;100;46;1273;24/11/2024;Hyderabad;Desktop;Data Analytics Course
A2793;Data Analytics Course;910;31990;19604;270;40;44;1737;25/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2794;Data Analytics Course;1710;34900;18082;110;80;47;1497;14/11/2024;Hyderabad;Mobile;Data Analytics Course
A2796;Data Analytics Course;1210;37570;24114;160;30;4;1226;11/11/2024;Hyderabad;Desktop;Data Analitics Online
A2798;Data Analytics Course;1830;38760;23772;130;100;55;1682;11/11/2024;Hyderabad;Mobile;Data Analitics Online
A2799;Data Analytics Course;1330;46220;24363;260;50;38;1742;22/11/2024;Hyderabad;Mobile;Analytics For Data
A2800;Data Analytics Course;1270;32490;24401;250;50;39;1248;05/11/2024;Hyderabad;Mobile;Analytics For Data
A2801;Data Analytics Course;1950;33720;22557;100;90;46;1686;17/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2802;Data Analytics Course;1380;54520;21045;160;80;52;1964;02/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2803;Data Analytics Course;1340;30110;23059;210;70;52;1224;16/11/2024;Hyderabad;Mobile;Online Data Analytic
A2804;Data Analytics Course;1100;33710;21189;120;60;55;1743;09/11/2024;Hyderabad;Tablet;Data Analytics Course
A2805;Data Analytics Course;1860;51260;18238;250;70;38;1856;18/11/2024;Hyderabad;Tablet;Data Analitics Online
A2806;Data Analytics Course;1910;52570;2194;290;60;31;1730;04/11/2024;Hyderabad;Mobile;Data Analitics Online
A2807;Data Analytics Course;1690;34750;24716;120;30;18;1985;12/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2808;Data Analytics Course;1980;54470;22549;160;50;25;1249;29/11/2024;Hyderabad;Mobile;Analytics For Data
A2810;Data Analytics Course;870;52210;21708;130;90;103;1723;09/11/2024;Hyderabad;Desktop;Data Analitics Online
A2811;Data Analytics Course;1800;30990;24132;230;50;28;1177;28/11/2024;Hyderabad;Mobile;Analytics For Data
A2812;Data Analytics Course;990;42290;1837;240;80;81;1792;19/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2814;Data Analytics Course;1460;39600;2137;290;60;41;1178;23/11/2024;Hyderabad;Mobile;Data Analytics Course
A2816;Data Analytics Course;880;34330;2418;290;60;68;1654;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2817;Data Analytics Course;1540;30090;18532;160;90;51;1433;14/11/2024;Hyderabad;Mobile;Data Analitics Online
A2819;Data Analytics Course;1250;52170;18316;160;100;41;1245;03/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2820;Data Analytics Course;1550;48700;19154;230;80;52;1451;14/11/2024;Hyderabad;Tablet;Data Analytics Course
A2821;Data Analytics Course;1110;51330;24023;220;80;72;1555;22/11/2024;Hyderabad;Desktop;Online Data Analytic
A2822;Data Analytics Course;1410;31810;23444;160;90;64;1628;21/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2823;Data Analytics Course;1530;41530;23425;180;50;48;1368;24/11/2024;Hyderabad;Tablet;Data Analytics Course
A2825;Data Analytics Course;1470;42500;22333;170;30;2;1069;27/11/2024;Hyderabad;Desktop;Online Data Analytic
A2827;Data Analytics Course;1810;57830;23116;240;40;22;1963;29/11/2024;Hyderabad;Tablet;Data Analytics Course
A2828;Data Analytics Course;1750;37920;22798;170;80;46;1627;04/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2829;Data Analytics Course;940;59190;22026;180;80;55;1486;18/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2830;Data Analytics Course;1190;45930;24814;230;80;67;1595;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2832;Data Analytics Course;1220;46760;20256;250;80;51;1368;07/11/2024;Hyderabad;Tablet;Data Analytics Course
A2835;Data Analytics Course;1540;55330;20761;140;80;35;1165;06/11/2024;Hyderabad;Desktop;Analytics For Data
A2836;Data Analytics Course;1320;43200;22938;150;50;38;1557;14/11/2024;Hyderabad;Desktop;Analytics For Data
A2837;Data Analytics Course;1700;35260;22434;290;40;24;1969;01/11/2024;Hyderabad;Desktop;Analytics For Data
A2839;Data Analytics Course;850;32080;22053;250;50;59;1426;02/11/2024;Hyderabad;Desktop;Analytics For Data
A2840;Data Analytics Course;1270;44770;19934;200;30;24;1239;01/11/2024;Hyderabad;Desktop;Data Analytics Course
A2841;Data Analytics Course;1480;32070;20716;220;90;61;1416;28/11/2024;Hyderabad;Desktop;Online Data Analytic
A2844;Data Analytics Course;1360;52490;19926;250;90;59;1142;09/11/2024;Hyderabad;Desktop;Analytics For Data
A2845;Data Analytics Course;1480;48810;21323;140;40;46;1474;18/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2846;Data Analytics Course;1700;53850;19813;210;70;45;1174;30/11/2024;Hyderabad;Desktop;Online Data Analytic
A2849;Data Analytics Course;1680;45170;2280;270;60;36;1679;20/11/2024;Hyderabad;Mobile;Online Data Analytic
A2850;Data Analytics Course;950;40750;22518;260;70;74;1763;19/11/2024;Hyderabad;Tablet;Data Analitics Online
A2852;Data Analytics Course;1570;44770;19169;200;100;64;1598;04/11/2024;Hyderabad;Mobile;Online Data Analytic
A2853;Data Analytics Course;1470;55800;23015;150;30;58;1299;06/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2854;Data Analytics Course;1610;32530;18102;150;100;62;1340;07/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2855;Data Analytics Course;1870;38690;18515;260;60;32;1881;04/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2856;Data Analytics Course;1770;50430;21352;180;40;23;1117;28/11/2024;Hyderabad;Tablet;Data Analytics Course
A2857;Data Analytics Course;1650;45370;19177;150;40;24;1783;04/11/2024;Hyderabad;Tablet;Analytics For Data
A2859;Data Analytics Course;1260;37020;22241;270;50;4;1489;30/11/2024;Hyderabad;Desktop;Analytics For Data
A2860;Data Analytics Course;1100;48400;18463;170;80;73;1013;22/11/2024;Hyderabad;Mobile;Data Analitics Online
A2862;Data Analytics Course;1040;42130;20254;210;80;77;1065;26/11/2024;Hyderabad;Tablet;Data Analytics Course
A2863;Data Analytics Course;1760;50100;20547;180;100;57;1709;24/11/2024;Hyderabad;Tablet;Data Analytics Course
A2865;Data Analytics Course;1670;51450;18322;190;90;54;1021;22/11/2024;Hyderabad;Desktop;Online Data Analytic
A2866;Data Analytics Course;1320;37250;19698;160;60;45;1094;01/11/2024;Hyderabad;Desktop;Analytics For Data
A2867;Data Analytics Course;930;49620;18134;220;40;43;1100;30/11/2024;Hyderabad;Desktop;Analytics For Data
A2868;Data Analytics Course;1490;30550;22817;180;70;5;1382;17/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2869;Data Analytics Course;1840;44250;22183;300;60;33;1956;13/11/2024;Hyderabad;Tablet;Data Analitics Online
A2871;Data Analytics Course;1150;48320;23718;240;50;43;1737;23/11/2024;Hyderabad;Tablet;Data Analitics Online
A2872;Data Analytics Course;810;32240;23958;180;100;123;1229;27/11/2024;Hyderabad;Tablet;Online Data Analytic
A2873;Data Analytics Course;1190;58090;2245;110;70;59;1736;19/11/2024;Hyderabad;Mobile;Analytics For Data
A2874;Data Analytics Course;1690;40270;19386;220;40;33;1387;12/11/2024;Hyderabad;Desktop;Data Analitics Online
A2875;Data Analytics Course;1030;59000;23139;240;100;97;1963;02/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2876;Data Analytics Course;900;35180;2168;210;40;44;1781;23/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2878;Data Analytics Course;1430;51600;24804;210;100;38;1780;25/11/2024;Hyderabad;Mobile;Data Analitics Online
A2879;Data Analytics Course;1230;47530;20359;290;100;81;1959;15/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2880;Data Analytics Course;1550;49690;19087;250;50;32;1807;28/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2881;Data Analytics Course;1400;44150;24095;130;80;57;1579;12/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2883;Data Analytics Course;1030;44090;24687;180;80;78;1136;24/11/2024;Hyderabad;Desktop;Online Data Analytic
A2884;Data Analytics Course;1270;50640;19507;220;100;79;1521;16/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2885;Data Analytics Course;1510;39050;1914;200;100;48;1342;30/11/2024;Hyderabad;Desktop;Data Analytics Course
A2886;Data Analytics Course;1910;47100;21424;150;60;42;1080;05/11/2024;Hyderabad;Desktop;Data Analytics Course
A2888;Data Analytics Course;1220;37600;23347;220;70;57;1785;16/11/2024;Hyderabad;Desktop;Analytics For Data
A2889;Data Analytics Course;990;39790;18854;160;40;4;1244;20/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2891;Data Analytics Course;1140;45400;18504;100;40;35;1561;28/11/2024;Hyderabad;Mobile;Data Analytics Course
A2892;Data Analytics Course;920;44660;24446;180;60;39;1912;07/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2896;Data Analytics Course;910;46410;18284;120;90;46;1235;25/11/2024;Hyderabad;Mobile;Data Analitics Online
